240,655,304,634,325,628,364,660,333,695,227,703,198,697,177,635,196,619,306,568,349,590
426,836,398,746,388,726,428,699,457,730,469,839,457,871,396,895,405,849,342,741,356,709
585,622,490,625,462,622,442,599,473,555,617,588,650,589,637,687,609,668,470,681,438,651
376,439,386,510,391,532,379,560,338,531,335,418,334,383,389,384,401,398,450,521,420,553
374,408,413,454,430,481,432,514,390,508,332,406,314,402,350,354,376,354,491,474,510,532
476,558,427,644,407,662,338,644,368,622,451,525,471,507,546,513,528,533,467,693,434,726
385,761,321,696,300,682,306,620,344,645,437,736,433,763,398,823,381,798,257,703,227,659
235,608,209,514,198,486,238,460,270,486,289,627,270,618,206,654,221,630,145,528,141,485
